model_name,benchmark_name,question_id,question,expected_answer,model_answer,is_correct,is_exact_match,partial_match_score,response_time,prompt_tokens,tokens_used,cached_tokens,cost_usd,error,no_response,reasoning_tokens,question_type,difficulty,hallucinated_names,is_enigma,enigma_complexity,batch_size,finish_reason,provider,thinking_level
gpt-5.6@high,hard_v4_en,19,"Who are the half-brothers of the person with brown hair, blue eyes and a green hat?",Finley,Finley,True,True,1.0,17.67823781967163,3076,1146,0,0.035224,,False,1139,demi_fratrie,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,20,Which descendants of Sawyer work as an artist?,"Anna,Nayeli","Anna,Nayeli",True,True,1.0,17.678248739242555,3076,1146,0,0.035224,,False,1139,verticale_descendant_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,21,Which descendants of Eudora work as a chef?,"Langston,Olivia","Langston,Olivia",True,True,1.0,14.20655698776245,3094,948,0,0.031336,,False,940,verticale_descendant_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,22,"With whom did the person with black hair, green eyes and a black hat have children?","Calvin,Jared","Calvin,Jared",True,True,1.0,14.206580305099488,3094,948,0,0.031336,,False,940,beaux_parents,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,23,"Who are the step-parents of the person with light brown hair, blue-gray eyes and a white hat (partners of one of the parents of the person with light brown hair, blue-gray eyes and a white hat who are not the parents of the person with light brown hair, blue-gray eyes and a white hat)?",Gem,Gem,True,True,1.0,14.20659236907959,3094,948,0,0.031336,,False,940,beaux_parents,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,24,"Who are the step-parents of the person with jet black hair, black eyes and a cream hat (partners of one of the parents of the person with jet black hair, black eyes and a cream hat who are not the parents of the person with jet black hair, black eyes and a cream hat)?",Cyril,Cyril,True,True,1.0,14.206606340408324,3094,948,0,0.031336,,False,940,beaux_parents,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,25,"Which descendants of the person with chestnut hair, hazel eyes and a beige hat work as a scientist?","Cora,Imelda","Cora,Imelda",True,True,1.0,14.206621885299683,3094,948,0,0.031336,,False,940,verticale_descendant_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,26,With whom did Miguel have children?,"Corinne,Rafaela","Corinne,Rafaela",True,True,1.0,16.15955033302307,3073,1044,0,0.033172,,False,1035,beaux_parents,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,27,"Among Israel and their siblings, who has the most children?",Etta,"Israel,Etta",False,False,0.5,16.159567499160765,3073,1044,0,0.033172,,False,1035,conditional,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,28,"Who are the half-siblings of the person with dark brown hair, violet eyes and a gold hat?","Ada,Cason","Ada,Cason",True,True,1.0,16.159583806991577,3073,1044,0,0.033172,,False,1035,demi_fratrie,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,29,Which people without parents work as a firefighter?,"Haven,Nico,Rhys,Tina","Tina,Rhys,Nico",False,False,0.75,16.159597969055177,3073,1044,0,0.033172,,False,1035,verticale_racine_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,30,"Which descendants of the person with brown hair, light brown eyes and a yellow hat work as a banker?","Eudora,Miguel","Eudora,Miguel",True,True,1.0,16.159610414505003,3073,1044,0,0.033172,,False,1035,verticale_descendant_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,31,"Among the person with gray hair, brown eyes and a burgundy hat and their siblings, who has the most children?","Mae,Tabitha","Tabitha,Mae",True,True,1.0,12.86393313407898,3083,837,0,0.029072,,False,828,conditional,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,32,"Who are the step-parents of the person with jet black hair, violet eyes and a maroon hat (partners of one of the parents of the person with jet black hair, violet eyes and a maroon hat who are not the parents of the person with jet black hair, violet eyes and a maroon hat)?",Nelson,Nelson,True,True,1.0,12.86396484375,3083,837,0,0.029072,,False,828,beaux_parents,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,33,"Among Lucy and their siblings, who has the most children?","Betty,Lucy","Lucy,Betty",True,True,1.0,12.863983297348023,3083,837,0,0.029072,,False,828,conditional,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,34,Which people without parents work as a pharmacist?,"Clement,Naima,Owen,Ross","Ross,Owen,Clement,Naima",True,True,1.0,12.86401333808899,3083,837,0,0.029072,,False,828,verticale_racine_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,35,Who are Kassandra's half-siblings?,"Bud,Imani","Imani,Bud",True,True,1.0,12.864038515090943,3083,837,0,0.029072,,False,828,demi_fratrie,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,36,Which people without parents work as an electrician?,"Jonah,Russell","Russell,Jonah",True,True,1.0,12.572675132751465,3074,838,0,0.029056,,False,828,verticale_racine_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,37,With whom did Mary have children?,"Ford,Immanuel","Ford,Immanuel",True,True,1.0,12.572701454162598,3074,838,0,0.029056,,False,828,beaux_parents,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,38,Who are Chloe's half-siblings?,Dorothy,Dorothy,True,True,1.0,12.572722578048706,3074,838,0,0.029056,,False,828,demi_fratrie,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,39,Which people without parents work as a waiter?,"Braxton,Charlene,Corey,Norman,Rebecca,Rupert,Xander","Rebecca,Xander,Braxton,Charlene,Norman,Corey,Rupert",True,True,1.0,12.572750186920166,3074,838,0,0.029056,,False,828,verticale_racine_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,40,"How many people answer the following question (answer with a number): ""Who has the same hair color as the father of the mother of the person with white hair, dark brown eyes and a white hat?""",31,0,False,False,0.0,12.57276964187622,3074,838,0,0.029056,,False,828,multihop,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,41,"Among Wyatt and their siblings, who has the most children?",Wyatt,Wyatt,True,True,1.0,23.273963165283202,3081,1660,0,0.045524,,False,1650,conditional,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,42,Which people without parents work as a social worker?,"Farley,Honey,Maxim,Mya,Nessa,Raul,Sophie","Farley,Honey,Maxim,Mya,Nessa,Raul,Sophie",True,True,1.0,23.273986911773683,3081,1660,0,0.045524,,False,1650,verticale_racine_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,43,"Among the person with salt and pepper hair, black eyes and a white hat and their siblings, who has the most children?",Brock,Brock,True,True,1.0,23.27400212287903,3081,1660,0,0.045524,,False,1650,conditional,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,44,"Which of the children of the person with dark brown hair, gray eyes and a white hat have children who work in the same profession as the person with dark brown hair, gray eyes and a white hat?",Joanna,Joanna,True,True,1.0,23.27401990890503,3081,1660,0,0.045524,,False,1650,conditional,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,45,"With whom did the person with jet black hair, dark brown eyes and a gray hat have children?","Anouk,Marigold","Anouk,Marigold",True,True,1.0,23.274036407470703,3081,1660,0,0.045524,,False,1650,beaux_parents,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,46,"Who are the step-parents of the person with silver hair, dark brown eyes and a navy hat (partners of one of the parents of the person with silver hair, dark brown eyes and a navy hat who are not the parents of the person with silver hair, dark brown eyes and a navy hat)?",Christopher,Christopher,True,True,1.0,18.642287015914917,3085,1248,0,0.0373,,False,1242,beaux_parents,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,47,"Which descendants of the person with brown hair, light brown eyes and a yellow hat work as a photographer?","Ada,Win","Ada,Win",True,True,1.0,18.64230332374573,3085,1248,0,0.0373,,False,1242,verticale_descendant_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,48,Who are the children of Cassius's grandparents' siblings?,Grady,Grady,True,True,1.0,18.642314529418947,3085,1248,0,0.0373,,False,1242,multihop,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,49,How many half-siblings does Bud have?,2,2,True,True,1.0,18.64232530593872,3085,1248,0,0.0373,,False,1242,demi_fratrie,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,50,"How many people answer the following question (answer with a number): ""Who has the same hair color as Harry's mother's father?""",30,0,False,False,0.0,18.642335176467896,3085,1248,0,0.0373,,False,1242,multihop,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,51,Which people without parents work as a photographer?,"Blanca,Bruce,Callie,Elisa,Gideon,Leah,Orson,Stacey","Blanca,Bruce,Elisa,Gideon,Leah,Orson,Stacey",False,False,0.875,18.908260679244997,3077,1252,0,0.037348,,False,1242,verticale_racine_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,52,Who are Davina's step-parents (partners of one of Davina's parents who are not Davina's parents)?,Samuel,Samuel,True,True,1.0,18.908275079727172,3077,1252,0,0.037348,,False,1242,beaux_parents,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,53,"Among the person with dark brown hair, hazel eyes and a pink hat and their siblings, who has the most children?",Lillian,Lillian,True,True,1.0,18.90828957557678,3077,1252,0,0.037348,,False,1242,conditional,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,54,Who are the grandchildren of Emilio's siblings?,Cosima,Cosima,True,True,1.0,18.90830216407776,3077,1252,0,0.037348,,False,1242,multihop,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,55,"With whom did the person with jet black hair, violet eyes and a maroon hat have children?","Gem,Victoria","Gem,Victoria",True,True,1.0,18.9083131313324,3077,1252,0,0.037348,,False,1242,beaux_parents,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,56,"Who are the children of the siblings of the grandparents of the person with salt and pepper hair, blue eyes and a black hat?",Jasper,Jasper,True,True,1.0,16.66642427444458,3080,1112,0,0.03456,,False,1104,multihop,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,57,"Who are the half-brothers of the person with salt and pepper hair, light brown eyes and a maroon hat?",Manfred,Manfred,True,True,1.0,16.66644444465637,3080,1112,0,0.03456,,False,1104,demi_fratrie,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,58,Who are the grandchildren of Paola's siblings?,"Jamila,Lavinia,Mariana","Jamila,Mariana",False,False,0.6666666666666666,16.66646366119385,3080,1112,0,0.03456,,False,1104,multihop,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,59,Who are Grant's step-parents (partners of one of Grant's parents who are not Grant's parents)?,Luna,Luna,True,True,1.0,16.666485261917114,3080,1112,0,0.03456,,False,1104,beaux_parents,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,60,"Which descendants of the person with silver hair, violet eyes and a turquoise hat work as a scientist?","Cora,Holly,Imelda","Cora,Holly,Imelda",True,True,1.0,16.66650848388672,3080,1112,0,0.03456,,False,1104,verticale_descendant_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,61,"Who are the half-siblings of the person with dark brown hair, violet eyes and a beige hat?","Grant,Samira","Grant,Samira",True,True,1.0,21.735650062561035,3080,1460,0,0.04152,,False,1450,demi_fratrie,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,62,"What are the hair colors of the in-laws of the children of the person with chestnut hair, violet eyes and a gold hat?","dark brown,light brown","dark brown,light brown",True,True,1.0,21.73566699028015,3080,1460,0,0.04152,,False,1450,multihop,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,63,"Among the person with chestnut hair, green eyes and a beige hat and their siblings, who has the most children?","Erica,Nell","Erica,Nell",True,True,1.0,21.735679817199706,3080,1460,0,0.04152,,False,1450,conditional,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,64,Which people without parents work as a veterinarian?,"Arlo,Kamal,Keith,Lawson,Vex","Arlo,Kamal,Keith,Lawson,Vex",True,True,1.0,21.735692310333253,3080,1460,0,0.04152,,False,1450,verticale_racine_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,65,"Which descendants of the person with salt and pepper hair, light brown eyes and a gray hat work as an actor?","Octavia,Paulina","Octavia,Paulina",True,True,1.0,21.735703420639037,3080,1460,0,0.04152,,False,1450,verticale_descendant_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,66,Which people without parents work as an accountant?,"Dalton,Roberto,Sawyer,Sullivan,Terry","Dalton,Roberto,Sawyer,Sullivan,Terry",True,True,1.0,27.663349056243895,3073,1917,0,0.050632,,False,1905,verticale_racine_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,67,"Who are the children of the siblings of the grandparents of the person with black hair, green-brown eyes and a gold hat?","Cassius,Minnie","Cassius,Minnie",True,True,1.0,27.663364934921265,3073,1917,0,0.050632,,False,1905,multihop,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,68,What are the hair colors of Seraphina's children's in-laws?,"chestnut,silver","chestnut,silver",True,True,1.0,27.663383626937865,3073,1917,0,0.050632,,False,1905,multihop,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,69,Who are the children of Cathy's grandparents' siblings?,Xenia,Xenia,True,True,1.0,27.663398122787477,3073,1917,0,0.050632,,False,1905,multihop,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,70,Which people without parents work as an actor?,"Harris,Isla,Joy,Leanne,Lucian,Yasmine","Harris,Isla,Joy,Leanne,Lucian,Yasmine",True,True,1.0,27.663411808013915,3073,1917,0,0.050632,,False,1905,verticale_racine_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,71,Which people without parents work as a carpenter?,"Agnes,Baxter,Ethan,Renee,Samuel","Agnes,Baxter,Ethan,Renee,Samuel",True,True,1.0,25.813922262191774,3074,1635,0,0.044996,,False,1624,verticale_racine_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,72,"If the person with chestnut hair, blue-gray eyes and an orange hat has brothers, who are their daughters?","Aviana,Samira,Shannon","Aviana,Samira",False,False,0.6666666666666666,25.813941764831544,3074,1635,0,0.044996,,False,1624,conditional,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,73,Which descendants of Dustin work as a teacher?,"Carol,Jasper,Nina","Carol,Jasper,Nina",True,True,1.0,25.813957262039185,3074,1635,0,0.044996,,False,1624,verticale_descendant_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,74,Which descendants of Orson work as a carpenter?,"Etta,Shirley","Etta,Shirley",True,True,1.0,25.813971281051636,3074,1635,0,0.044996,,False,1624,verticale_descendant_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,75,"Which descendants of the person with light brown hair, hazel eyes and a brown hat work as a writer?","Jocelyn,Oriana","Jocelyn,Oriana",True,True,1.0,25.813984870910645,3074,1635,0,0.044996,,False,1624,verticale_descendant_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,76,Who are the children of Molly's grandparents' siblings?,"Cassius,Minnie","Cassius,Minnie",True,True,1.0,21.375589895248414,3077,1354,0,0.039388,,False,1346,multihop,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,77,"How many people answer the following question (answer with a number): ""Who has the same hair color as Myrna's mother's father?""",31,0,False,False,0.0,21.375604772567748,3077,1354,0,0.039388,,False,1346,multihop,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,78,How many half-siblings does Giles have?,2,2,True,True,1.0,21.375615406036378,3077,1354,0,0.039388,,False,1346,demi_fratrie,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,79,"Which descendants of the person with black hair, dark brown eyes and a tan hat work as an accountant?","Adelaide,Valentina","Valentina,Adelaide",True,True,1.0,21.37562847137451,3077,1354,0,0.039388,,False,1346,verticale_descendant_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,80,"With whom did the person with salt and pepper hair, violet eyes and a yellow hat have children?","Natalie,Tallulah","Tallulah,Natalie",True,True,1.0,21.375640869140625,3077,1354,0,0.039388,,False,1346,beaux_parents,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,81,Who are the children of Simon's grandparents' siblings?,"Langston,Violet","Langston,Violet",True,True,1.0,13.00652756690979,3074,902,0,0.030336,,False,894,multihop,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,82,"What are the hair colors of the in-laws of the children of the person with auburn hair, gray eyes and a purple hat?","chestnut,platinum blonde","chestnut,platinum blonde",True,True,1.0,13.00654320716858,3074,902,0,0.030336,,False,894,multihop,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,83,Which of Maddison's children have children who work in the same profession as Maddison?,Lexi,Lexi,True,True,1.0,13.00655517578125,3074,902,0,0.030336,,False,894,conditional,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,84,With whom did Mercedes have children?,"Rudy,Tux","Rudy,Tux",True,True,1.0,13.006566667556763,3074,902,0,0.030336,,False,894,beaux_parents,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,85,"Among Estelle and their siblings, who has the most children?",Estelle,Estelle,True,True,1.0,13.006577348709106,3074,902,0,0.030336,,False,894,conditional,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,86,Which descendants of Roger work as a mechanic?,"Aileen,Francine","Aileen,Francine",True,True,1.0,17.132517528533935,3082,1147,0,0.035268,,False,1139,verticale_descendant_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,87,How many half-siblings does Arden have?,1,1,True,True,1.0,17.13253960609436,3082,1147,0,0.035268,,False,1139,demi_fratrie,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,88,"Who are the step-parents of the person with light brown hair, green eyes and a cream hat (partners of one of the parents of the person with light brown hair, green eyes and a cream hat who are not the parents of the person with light brown hair, green eyes and a cream hat)?",Rafaela,Rafaela,True,True,1.0,17.132558965682982,3082,1147,0,0.035268,,False,1139,beaux_parents,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,89,"What are the hair colors of the in-laws of the children of the person with black hair, green eyes and a black hat?","salt and pepper,silver","salt,pepper,silver",True,True,1.0,17.13257737159729,3082,1147,0,0.035268,,False,1139,multihop,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,90,Who are Manfred's half-siblings?,"Bud,Imani","Bud,Imani",True,True,1.0,17.132591819763185,3082,1147,0,0.035268,,False,1139,demi_fratrie,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,91,How many half-siblings does York have?,2,1,False,False,0.0,8.50590147972107,3079,521,0,0.022736,,False,514,demi_fratrie,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,92,"Among the person with auburn hair, green-brown eyes and a black hat and their siblings, who has the most children?",Floyd,Floyd,True,True,1.0,8.50591745376587,3079,521,0,0.022736,,False,514,conditional,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,93,Which of Edwin's children have children who work in the same profession as Edwin?,Regina,Regina,True,True,1.0,8.505930185317993,3079,521,0,0.022736,,False,514,conditional,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,94,"If the person with strawberry blonde hair, violet eyes and a red hat has brothers, who are their daughters?",Aspen,Aspen,True,True,1.0,8.505941820144653,3079,521,0,0.022736,,False,514,conditional,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,95,"What are the hair colors of the in-laws of the children of the person with strawberry blonde hair, amber eyes and a blue hat?","auburn,light brown,red","auburn,light brown,red",True,True,1.0,8.505953741073608,3079,521,0,0.022736,,False,514,multihop,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,96,"Among the person with jet black hair, hazel eyes and a maroon hat and their siblings, who has the most children?","Beatrice,Linda","Linda,Beatrice",True,True,1.0,18.555985689163208,3074,1358,0,0.039456,,False,1346,conditional,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,97,Which descendants of Nico work as a scientist?,"Becca,Joan","Joan,Becca",True,True,1.0,18.556008338928223,3074,1358,0,0.039456,,False,1346,verticale_descendant_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,98,"With whom did the person with auburn hair, green-brown eyes and a tan hat have children?","Arlo,Cyril","Arlo,Cyril",True,True,1.0,18.55605525970459,3074,1358,0,0.039456,,False,1346,beaux_parents,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,99,Which people without parents work as a scientist?,"Corinne,Davis,Elmer,Garrett,Nicolas,Rosalia,Shay,Theodore,Yusuf","Corinne,Davis,Theodore,Yusuf,Elmer,Nicolas,Rosalia,Garrett,Shay",True,True,1.0,18.556083917617798,3074,1358,0,0.039456,,False,1346,verticale_racine_critere,hard,0,False,,5,stop,openai,high
gpt-5.6@high,hard_v4_en,100,How many half-siblings does Easton have?,1,1,True,True,1.0,18.55610375404358,3074,1358,0,0.039456,,False,1346,demi_fratrie,hard,0,False,,5,stop,openai,high
gpt-5.6-terra@high,hard_v4_en,1,"Who are the step-parents of the person with dark brown hair, hazel eyes and a pink hat (partners of one of the parents of the person with dark brown hair, hazel eyes and a pink hat who are not the parents of the person with dark brown hair, hazel eyes and a pink hat)?",Tux,"Harry,Tux",False,False,0.5,23.120175170898438,3080,1660,0,0.02608,,False,1647,beaux_parents,hard,0,False,,5,stop,openai,high
gpt-5.6-terra@high,hard_v4_en,2,Which people without parents work as a programmer?,"Everett,Jax,Preston","Everett,Preston",False,False,0.6666666666666666,23.120205068588255,3080,1660,0,0.02608,,False,1647,verticale_racine_critere,hard,0,False,,5,stop,openai,high
gpt-5.6-terra@high,hard_v4_en,3,Which people without parents work as an artist?,"Blair,Curtis,Dina,Malachi,Micah,Rafaela,Trisha","Blair,Curtis,Dina,Malachi,Micah,Rafaela,Trisha",True,True,1.0,23.120241928100587,3080,1660,0,0.02608,,False,1647,verticale_racine_critere,hard,0,False,,5,stop,openai,high
gpt-5.6-terra@high,hard_v4_en,4,"Among Willow and their siblings, who has the most children?","Emilio,Willow","Emilio,Willow",True,True,1.0,23.12026572227478,3080,1660,0,0.02608,,False,1647,conditional,hard,0,False,,5,stop,openai,high
